main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2020.MMP00473,2020.MMP00473,Incident,North America,2020-07-20,2020,July,1.0,,1,,,,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Bravo, in the vecinity of Bowie High School, El Paso, Texas, USA",Debbie Nathan (independent journalist), -106.4576377 31.7632855,Northern America,,1.0,https://archive.vn/9ycYb,-106.4576377,31.7632855,Drowning
2020.MMP00474,2020.MMP00474,Incident,Mediterranean,2020-07-20,2020,July,,2.0,2,,,2.0,,Western Africa,Drowning,Western Mediterranean,"Unspecified location in the Gibraltar Strait, off the coast of Tanger, Morocco","Caminando Fronteras, Xibaaru.sn", -5.79412886 35.82518721,Uncategorized,,4.0,https://archive.vn/465y7,-5.79412886,35.82518721,Drowning
2020.MMP00475,2020.MMP00475,Incident,North America,2020-07-20,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.142 32.0501,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-113.142,32.0501,Mixed or unknown
2020.MMP00476,2020.MMP00476,Incident,North America,2020-07-20,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.142 32.0503,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-113.142,32.0503,Mixed or unknown
2020.MMP00477,2020.MMP00477,Incident,North America,2020-07-20,2020,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.994608 31.695593,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.994608,31.695593,Mixed or unknown
2020.MMP00478,2020.MMP00478,Incident,North America,2020-07-20,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.934564 32.549492,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.934564,32.549492,Harsh environmental conditions
2020.MMP00479,2020.MMP00479,Incident,North America,2020-07-21,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.490555 32.376944,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.490555,32.376944,Mixed or unknown
2020.MMP00480,2020.MMP00480,Incident,North America,2020-07-21,2020,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.723683 31.908717,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.723683,31.908717,Mixed or unknown
2020.MMP00481,2020.MMP00481,Incident,North America,2020-07-21,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.987833 31.991083,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.987833,31.991083,Harsh environmental conditions
2020.MMP00482,2020.MMP00482,Incident,North America,2020-07-21,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.542623 31.887571,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.542623,31.887571,Harsh environmental conditions
2020.MMP00483,2020.MMP00483,Cumulative Incident,North America,2020-07-21,2020,July,5.0,,5,,,,,Central America,Mixed or unknown,US-Mexico border crossing,"Unspecified location close to Laredo, Webb County, Texas, USA",El mañana, -99.5075519 27.5035613,Northern America,Frustra calor sueño de indocumentados ,1.0,https://archive.ph/jYT0s,-99.5075519,27.5035613,Mixed or unknown
2020.MMP00484,2020.MMP00484,Incident,Mediterranean,2020-07-21,2020,July,1.0,,1,,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,Body spotted floating at sea by Sea-Watch's Moonbird in position 33º25N 015º15E,Sea-Watch, 15.36740541 33.36852774,Uncategorized,,4.0,https://archive.vn/FD0qu,15.36740541,33.36852774,Drowning
2020.MMP00485,2020.MMP00485,Incident,Mediterranean,2020-07-22,2020,July,,6.0,6,8.0,,,,Unknown,Drowning,Western Mediterranean,"Gibraltar Strait, between Tangiers, Morocco, and Algeciras, Cádiz, Spain",Caminando Fronteras, -5.6878736 35.9982398,Uncategorized,,4.0,https://archive.ph/wqD8P,-5.6878736,35.9982398,Drowning
2020.MMP00486,2020.MMP00486,Incident,Caribbean,2020-07-22,2020,July,,12.0,12,1.0,,,,Caribbean,Drowning,Dominican Republic to Puerto Rico,"Mona passage, Puerto Rico, USA",US Coast Guard, -67.85978822 18.34380274,Caribbean,Coast Guard ends search for possible survivors of  reported sunken migrant boat in the Mona Passage,5.0,https://archive.vn/QQ0Kr,-67.85978822,18.34380274,Drowning
2020.MMP00487,2020.MMP00487,Incident,Northern Africa,2020-07-23,2020,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Drowning,Western Africa / Atlantic route to the Canary Islands,"Body found 1 nautical mile (1,85 Km) off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain",EFE, -14.36803149 28.00019488,Uncategorized,Encuentran el cadáver de un hombre flotando a casi 2 Km de Fuerteventura,1.0,https://archive.ph/tJzex,-14.36803149,28.00019488,Drowning
2020.MMP00488,2020.MMP00488,Incident,North America,2020-07-24,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"All American Canal, Winterhaven, Imperial County, California, USA",Imperial County Coroner's Office, -114.7375003 32.71808946,Northern America,,5.0,,-114.7375003,32.71808946,Drowning
2020.MMP00489,2020.MMP00489,Incident,Mediterranean,2020-07-24,2020,July,,7.0,7,15.0,,,,Northern Africa,Drowning,Western Mediterranean,"Boat  sailed from Ténès port on 23 July to Spain and capsized near Oued El Qasab beach, Ténès, Chlef Province, Algeria","Es-Salam Online, Sawt Chabab", 7.622403 36.961437,Uncategorized,انقلاب زورق “حراقة” في عرض سواحل تنس في الشلف، انقلاب قارب حراقة بتنس !!!,3.0,https://archive.vn/WOCGW,7.622403,36.961437,Drowning
2020.MMP00490,2020.MMP00490,Incident,North America,2020-07-24,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Río Bravo, in the vecinity of the Kickapoo Casino, south of Eagle Pass, Maverick County, Texas, USA",Milton Andree, -100.4435553 28.60811401,Northern America,Encuentran cuerpo flotando en el Río Bravo,1.0,https://archive.vn/ntE1S,-100.4435553,28.60811401,Drowning
2020.MMP00491,2020.MMP00491,Incident,North America,2020-07-25,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.249109 32.317421,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-113.249109,32.317421,Harsh environmental conditions
2020.MMP00492,2020.MMP00492,Incident,Eastern Africa,2020-07-26,2020,July,1.0,,1,,1.0,,,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Djiboutian desert around Doubiya, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities, 43.3805556 12.13,Eastern Africa,,5.0,,43.3805556,12.13,Harsh environmental conditions
2020.MMP00493,2020.MMP00493,Incident,Mediterranean,2020-07-26,2020,July,1.0,,1,94.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,Maltese SAR zone,Alarm Phone, 14.38365575 35.717104,Uncategorized,,4.0,https://archive.ph/RtQ4z,14.38365575,35.717104,Drowning
2020.MMP00494,2020.MMP00494,Incident,Mediterranean,2020-07-26,2020,July,1.0,2.0,3,13.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Unspecified location off the coast of Melloulech, Tunisia","Alarm Phone, Webdo", 11.1235928 35.1414115,Uncategorized,"Mahdia : Naufrage d’une embarcation de migrants illégaux, un cadavre retrouvé",4.0,https://archive.vn/igyO9,11.1235928,35.1414115,Drowning
2020.MMP00495,2020.MMP00495,Incident,North America,2020-07-26,2020,July,1.0,,1,,,1.0,,Central America,Accidental death,US-Mexico border crossing,"Near County 23rd Street, Yuma County, Arizona, USA",US Border Patrol, -114.6333925 32.44253543,Northern America,"CBP Statement Regarding Death in Custody in Yuma, AZ",5.0,https://archive.vn/FLOhY,-114.6333925,32.44253543,Accidental death
2020.MMP00496,2020.MMP00496,Incident,North America,2020-07-26,2020,July,2.0,,2,1.0,,,,Central America,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"Ranch Road 674, Brackettville, Kinney County, Texas, USA","US Border Patrol, Kinney County Sheriff's Office, Zócalo", -100.4087977 29.3277564,Northern America,"CBP Statement On Accident With Fatalities, Mueren migrantes tras persecución",5.0,https://archive.vn/rXgJz,-100.4087977,29.3277564,Vehicle accident
2020.MMP00497,2020.MMP00497,Incident,South America,2020-07-26,2020,July,1.0,,1,,1.0,,,South America,Violence,,"Bolivar City Commune, location number 19, Capital District Bogota, Bogota, Colombia.",Alerta Bogota, -74.1442743 4.5670243,South America,Una chama de 25 años murio baledada cuando caminaba por calle en Ciudad Bolivar.,1.0,https://archive.ph/9rY8Q,-74.1442743,4.5670243,Violence
2020.MMP00498,2020.MMP00498,Incident,Mediterranean,2020-07-26,2020,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Remains recovered at Almutred, West of Azzawaya, Libya",Libyan Red Crescent via Facebook, 12.72043195 32.78957619,Uncategorized,,4.0,https://archive.vn/JHpjt,12.72043195,32.78957619,Drowning
2020.MMP00499,2020.MMP00499,Incident,Mediterranean,2020-07-27,2020,July,1.0,,1,11.0,,1.0,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Unspecified off the coast of Zarzis, Tunisia","Alarm Phone, TN24, Directinfo", 11.15818724 33.50181324,Uncategorized,"Tunisie: Naufrage d’un bateau de migrants clandestins à Zarzis, les disparus retrouvés‎, Médenine -Zarzis : Un mort suite au naufrage d’une embarcation clandestine",4.0,https://archive.vn/igyO9,11.15818724,33.50181324,Drowning
2020.MMP00500,2020.MMP00500,Incident,Mediterranean,2020-07-27,2020,July,3.0,,3,71.0,,3.0,2.0,Northern Africa,Violence,Central Mediterranean,"Al Khums disembarkation point, after being intercepted off the coast of Libya","IOM Libya, UNHCR, MSF", 14.2678989 32.6509505,Uncategorized,IOM Deplores Killing of Two Migrants Returned from Sea to Libya; UNHCR urges investigation following deadly incident at Libya disembarkation point,4.0,https://bit.ly/2X4pPTZ,14.2678989,32.6509505,Violence
2020.MMP00501,2020.MMP00501,Incident,Central America,2020-07-27,2020,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"La Misión, Ciudad Acuña, Coahuila, Mexico",Zócalo, -100.9024962 29.3047458,Central America,Mata la canícula a migrante en Acuña,1.0,https://archive.vn/cbHym,-100.9024962,29.3047458,Mixed or unknown
2020.MMP00502,2020.MMP00502,Incident,Central America,2020-07-28,2020,July,1.0,,1,,,1.0,1.0,Central America,Drowning,US-Mexico border crossing,"Río Bravo, Ciudad Juarez, Chihuahua, Mexico","El Heraldo de Juárez, Net Notiicas", -106.373736 31.70964258,Central America,"Desapareció menor al caer en el río bravo, Localizan cuerpo de jóven que fue arrastrado por el Río Bravo",3.0,https://archive.vn/Ipo9s,-106.373736,31.70964258,Drowning
2020.MMP00503,2020.MMP00503,Incident,Central America,2020-07-29,2020,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Río Bravo at Juarez-Lincoln International Bridge, Nuevo Laredo, Tamaulipas, Mexico","Líder Web, El Mañana", -99.526441 27.522572,Central America,"Rescatan cuerpo de migrante del río Bravo, Flota un cadáver por el Puente 2",1.0,https://archive.ph/veUdY,-99.526441,27.522572,Drowning
2020.MMP00504,2020.MMP00504,Incident,Mediterranean,2020-07-29,2020,July,,25.0,25,1.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Off the coast of Chebba, Mahdia governorate, Tunisia","Tunisia Defense Ministry, InfoMigrants, Webdo", 11.2179021 35.23369,Uncategorized,Les naufrages se multiplient le long de la côte tunisienne en direction de Lampedusa; Mahdia : La Marine nationale à la recherche de 25 migrants irréguliers,3.0,https://archive.vn/hZstV,11.2179021,35.23369,Drowning
2020.MMP00505,2020.MMP00505,Incident,North America,2020-07-29,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.24279 31.46315,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.24279,31.46315,Harsh environmental conditions
2020.MMP00506,2020.MMP00506,Incident,Mediterranean,2020-07-29,2020,July,1.0,13.0,14,,,1.0,,Northern Africa,Drowning,Central Mediterranean,"Unspecified location off the coast of Libya - survivors disembarked in Tajoura, Libya. Remains recovered near Qarapoli and Tajoura between 29 July and 4 August",IOM Libya, 13.3946519 32.99303851,Uncategorized,,4.0,,13.3946519,32.99303851,Drowning
2020.MMP00507,"2020.MMP00507506,2020.MMP00507507,2020.MMP00507508",Split Incident,North America,2020-07-30,2020,July,1.0,10.0,11,79.0,,11.0,,Central America,"Drowning,Harsh environmental conditions / lack of adequate shelter, food, water","Central Mediterranean,US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location),Unspecified location off the coast of Libya, survivors disembarked at the Abu Sittah Naval Base, Tripoli, Libya",Pima County Office of the Medical Examiner (PCOME), -111.79165 31.59165,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.79165,31.59165,Harsh environmental conditions
2020.MMP00508,2020.MMP00508,Incident,North America,2020-07-30,2020,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.82095 31.80255,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.82095,31.80255,Harsh environmental conditions
2020.MMP00510,2020.MMP00510,Incident,Mediterranean,2020-07-30,2020,July,1.0,,1,11.0,,1.0,,Northern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Mediterranean,"Alboran Sea, 56 nautical miles east of Carboneras, Almería, Spain - boat departed from Algeria","La Voz de Almería, Canal Sur", -3.4195527 36.2144014,Uncategorized,Nueva tragedia: un fallecido tras estar tres días a la deriva en una patera,3.0,https://archive.ph/ZEYOJ,-3.4195527,36.2144014,Harsh environmental conditions
2020.MMP00511,2020.MMP00511,Incident,Mediterranean,2020-07-30,2020,July,2.0,,2,13.0,,2.0,,Western Asia,Drowning,Western Mediterranean,"Alboran Sea, off the coast of Ras El Ma, Nador, Morocco",NadorCity, -2.41661745 35.19326806,Uncategorized,مصرع مهاجرين سريين غرقا برأس الماء وإنقاذ 13 آخرين,1.0,https://archive.ph/ovWsL,-2.41661745,35.19326806,Drowning
2020.MMP00512,2020.MMP00512,Incident,Mediterranean,2020-07-30,2020,July,1.0,,1,6.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Unspecified location off the coast of Libya - disembarked at GACS Disembarkation Point in Tajoura, Libya",IOM Libya, 13.41342019 32.88408508,Uncategorized,,4.0,,13.41342019,32.88408508,Drowning
2020.MMP00513,2020.MMP00513,Incident,Mediterranean,2020-07-31,2020,July,2.0,,2,,,1.0,,Northern Africa (P),Drowning,Western Mediterranean,"Body recovered on Ain Ibrahim Beach, Sidi Lakhdar, Mostaganem, Algeria.","Elikaa Online, ""The largest gathering of the city of Mohammedia"" Facebook page, Al Quds", 0.4511376 36.219893,Uncategorized,مستغانم: أمواج البحر تلفظ جثة “حراڨ”، وصول أكثر من 400 “حراق” جزائري إلى السواحل الإسبانية خلال 24 ساعة,3.0,https://archive.vn/QjhLy,0.4511376,36.219893,Drowning
2020.MMP00514,2020.MMP00514,Incident,Mediterranean,2020-01-08,2020,January,,13.0,13,,,1.0,1.0,Northern Africa,Drowning,Western Mediterranean,"Off the coast of Oran, Algeria",UNHCR Spain, -1.20347438 36.1015031,Uncategorized,,1.0,,-1.20347438,36.1015031,Drowning
2020.MMP00515,2020.MMP00515,Incident,Eastern Africa,2020-08-01,2020,August,1.0,,1,,,1.0,1.0,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Medical Centerl (CMH) Obock, Djibouti",IOM Djibouti medical team and local authorities, 43.2884071 11.9647465,Eastern Africa,,5.0,,43.2884071,11.9647465,Harsh environmental conditions
2020.MMP00516,2020.MMP00516,Incident,Western Africa,2020-08-01,2020,August,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Drowning,,Saint John River on the border with Guinea and Liberia,GNN Liberia; IOM GUINEA, -9.5733833 6.480176,Western Africa,Man Mysteriously Man Found Dead In River Bordering Liberia/Guinea As Body Floats,4.0,https://bit.ly/3gPH0jh,-9.5733833,6.480176,Drowning
2020.MMP00519,2020.MMP00519,Incident,North America,2020-08-01,2020,August,1.0,,1,,,1.0,,Central America,Accidental death,US-Mexico border crossing,"Hospital in Yuma County, Arizona, USA - died from injuries sustained after falling from border wall on 26 July","Yuma County Medical Examiner, US Border Patrol", -114.8081865 32.49269316,Northern America,"CBP Statement Regarding Death in Custody in Yuma, AZ",5.0,https://archive.ph/10muV,-114.8081865,32.49269316,Accidental death
2020.MMP00522,2020.MMP00522,Incident,Mediterranean,2020-08-02,2020,August,2.0,,2,55.0,,,,Unknown,Mixed or unknown,Central Mediterranean,"Remains recovered near Zliten, Libya",IOM Libya, 14.62054494 32.54517559,Uncategorized,,4.0,,14.62054494,32.54517559,Mixed or unknown
2020.MMP00523,2020.MMP00523,Incident,Mediterranean,2020-08-02,2020,August,1.0,7.0,8,3.0,,7.0,,Northern Africa,Drowning,Western Mediterranean,"Alboran Sea, 70 nautical miles off the coast of Almería, Spain","Caminando Fronteras, Europa Press, La Voz de Almería", -3.0357141 35.9389086,Uncategorized,Rescatan un cadáver y a tres hombres del agua y buscan a seis tras el naufragio de una patera a 70 millas de Alborán,4.0,https://archive.ph/RZ5Jk,-3.0357141,35.9389086,Drowning
2020.MMP00524,2020.MMP00524,Incident,North America,2020-08-02,2020,August,1.0,,1,,,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"North of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Breitbart, -98.1441714 27.2269872,Northern America,EXCLUSIVE: Migrant Dies on Texas Ranch Despite Extensive Rescue Efforts,1.0,https://archive.ph/S3jUk,-98.1441714,27.2269872,Harsh environmental conditions
2020.MMP00525,2020.MMP00525,Incident,Central America,2020-08-02,2020,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location in La Rumorosa Mountain Range, Baja California, Mexico","Milenio, Instituto Nacional de Migración (Grupos Beta)", -116.0656344 32.5211857,Central America,Rescatan a migrante en desierto de BC; hallan a otro muerto,5.0,https://archive.vn/wZk4g,-116.0656344,32.5211857,Harsh environmental conditions
2020.MMP00526,2020.MMP00526,Incident,North America,2020-08-02,2020,August,2.0,,2,,,2.0,,Central America,Drowning,US-Mexico border crossing,"Pacific Ocean, close to Ocean Beach, San Diego County, California, USA","San Diego Medical Examiner, KGTV, The San Diego Union Tribune", -117.2470353 32.7494988,Uncategorized,Two men found dead after panga boat capsizes near Ocean Beach; Two men found dead near suspected smuggling boat in Ocean Beach,5.0,https://archive.ph/3PNir,-117.2470353,32.7494988,Drowning
2020.MMP00527,2020.MMP00527,Incident,Northern Africa,2020-08-03,2020,August,7.0,13.0,20,40.0,5.0,2.0,,Mixed,Drowning,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Tarfaya, Morocco","Caminando Fronteras, h24info.ma", -12.95581086 27.9618004,Uncategorized,"Siete personas fallecidas, al menos cinco mujeres, al naufragar en Tarfaya una patera que se dirigía a Canarias",4.0,https://archive.ph/C11at,-12.95581086,27.9618004,Drowning
2020.MMP00528,2020.MMP00528,Incident,North America,2020-08-03,2020,August,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.75064 31.620381,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.75064,31.620381,Mixed or unknown
2020.MMP00529,2020.MMP00529,Incident,North America,2020-08-03,2020,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.57685 31.963667,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-112.57685,31.963667,Harsh environmental conditions
2020.MMP00531,2020.MMP00531,Incident,Europe,2020-08-05,2020,August,7.0,,7,,,,0.0,Mixed,Vehicle accident / death linked to hazardous transport,,"Ardani intersection in Alexandroupoli, Greece",IOM Greece, 25.873962 40.8457193,Southern Europe,,4.0,https://archive.ph/aR0uE,25.873962,40.8457193,Vehicle accident
2020.MMP00532,2020.MMP00532,Incident,Northern Africa,2020-08-05,2020,August,10.0,,10,10.0,,,,Sub-Saharan Africa (P),Drowning,Western Africa / Atlantic route to the Canary Islands,"20km southeast of Dakhla, Western Sahara","EFE, El País", -16.03773523 23.79752475,Uncategorized,Al menos 50 muertos en el naufragio de dos embarcaciones que se dirigían a las Islas Canarias; Al menos 50 migrantes mueren intentando llegar a Canarias,3.0,https://archive.ph/unTq8,-16.03773523,23.79752475,Drowning
2020.MMP00533,2020.MMP00533,Incident,Eastern Africa,2020-08-05,2020,August,1.0,,1,,,1.0,,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Djiboutian desert around Guahere, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities, 43.0194897 12.3895691,Eastern Africa,,5.0,,43.0194897,12.3895691,Harsh environmental conditions
2020.MMP00534,2020.MMP00534,Incident,Mediterranean,2020-08-05,2020,August,3.0,,3,,,,,Northern Africa,Drowning,Central Mediterranean,"Bodies recovered near coast of Mahdia, Tunisia","Rassd Tunisia, Zoom Tunisia", 11.0910396 35.51772376,Uncategorized,وردنا الآن : انتشال 3 جثث لمهاجرين غير شرعيين تونسيين في المهدية،  انتشال 3 جثث من البحر لمهاجرين تونسيين بسواحل المهدية,3.0,https://archive.vn/9Tmwx#selection-1381.13-1381.64,11.0910396,35.51772376,Drowning
2020.MMP00535,2020.MMP00535,Incident,Eastern Africa,2020-08-06,2020,August,1.0,,1,,,1.0,1.0,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Djiboutian desert around Guahere, Obock region, Republic of Djibouti",IOM Djibouti mobile clinic team, 43.01519034 12.38602036,Eastern Africa,,4.0,,43.01519034,12.38602036,Harsh environmental conditions
2020.MMP00536,2020.MMP00536,Incident,Western Africa,2020-08-06,2020,August,27.0,12.0,39,1.0,,,,Western Africa,Drowning,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Nouadhibou, Mauritania - The boat is understood to have left Dakhla, Western Sahara, some days before and was heading for the Canary Islands","IOM Mauritania, UNCHCR", -17.1886625 20.95662551,Uncategorized,"IOM, UNHCR Mourn Death of 27 People off West African Coast",4.0,https://archive.vn/K1rYQ,-17.1886625,20.95662551,Drowning
2020.MMP00537,2020.MMP00537,Incident,Europe,2020-08-07,2020,August,2.0,,2,,,2.0,,Sub-Saharan Africa (P),Drowning,,"At the port of Valencia, Spain - They arrived in the Liberian ship ""Leto"", coming from Ivory Coast. The jumped off the ship just before it docked.","EFE, El País", -0.3169267 39.4480851,Southern Europe,Dos polizones mueren ahogados tras lanzarse al mar en el puerto de València; Dos polizones mueren ahogados en el Puerto de Valencia al lanzarse de un buque procedente de Costa de Marfil,3.0,https://archive.vn/GAHzk,-0.3169267,39.4480851,Drowning
2020.MMP00538,2020.MMP00538,Incident,Southern Asia,2020-08-08,2020,August,1.0,,1,,,1.0,,Southern Asia,Violence,,"At international border crossing Pakistan-India, close to Bakhasar, Rajasthan, India","Decan Herald, The Indian Express", 71.0981794 24.6888724,Southern Asia,"BSF kills suspected Pakistan intruder along International Border in Rajasthan's Barmer; Suspected Pakistani intruder shot dead by BSF on International Border near Gujarat, Rajasthan",3.0,https://archive.ph/hLIxg,71.0981794,24.6888724,Violence
2020.MMP00539,2020.MMP00539,Incident,Eastern Africa,2020-08-08,2020,August,1.0,,1,,,1.0,,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Khayte, Arta region, Djibouti",IOM Djibouti medical team and local authorities, 42.4724578 11.418236,Eastern Africa,,5.0,,42.4724578,11.418236,Harsh environmental conditions
2020.MMP00540,2020.MMP00540,Incident,Mediterranean,2020-08-08,2020,August,,4.0,4,6.0,,,,Northern Africa (P),Drowning,Western Mediterranean,"Boat capsized near Le Guelta beach, El Marsa, Chlef Province, Algeria - departure on 23 July ",En-Nahar Online, 0.8383494 36.3614187,Uncategorized,الشلف : إنقلاب قارب صيد يقل 10 حراقة عرض سواحل المرسى,1.0,https://archive.vn/SrXUl,0.8383494,36.3614187,Drowning
2020.MMP00541,2020.MMP00541,Incident,Mediterranean,2020-08-08,2020,August,1.0,,1,,,,,Unknown,Drowning,Central Mediterranean,"Remains recovered near Sabratha, Libya",UNHCR, 12.49140748 32.79519006,Uncategorized,,4.0,,12.49140748,32.79519006,Drowning
2020.MMP00542,2020.MMP00542,Incident,Europe,2020-08-09,2020,August,1.0,,1,,,1.0,,Northern Africa,Drowning,Western Balkans,"Tisa River, crossing from Hungary into Serbia",IOM Serbia, 20.06234269 46.14368602,Southern Europe,,5.0,,20.06234269,46.14368602,Drowning
2020.MMP00543,2020.MMP00543,Incident,North America,2020-08-09,2020,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.76245 32.19238,Northern America,,5.0,https://humaneborders.info/app/mapa.asp,-111.76245,32.19238,Harsh environmental conditions
